Player	Team	GP	Poss	Freq	PPP	PTS	FGM	FGA	FG%	eFG%	FT_Freq	TO_Freq	SF_Freq	And_One_Freq	Score_Freq	Percentile
Nikola Mirotic	CHI	59	80	11.6%	0.81	65	24	58	41.4	50.0	7.5%	21.3%	7.5%	1.3%	35.0%	9.8
Dwight Howard	HOU	65	57	6.3%	1.12	64	27	35	77.1	77.1	26.3%	21.1%	26.3%	8.8%	59.6%	53.8
Ian Mahinmi	IND	65	45	7.6%	1.40	63	26	32	81.3	81.3	22.2%	13.3%	20.0%	6.7%	73.3%	94.3
Brook Lopez	BKN	73	55	3.7%	1.15	63	24	39	61.5	61.5	21.8%	12.7%	21.8%	5.5%	60.0%	60.0
Paul Pierce	LAC	64	63	14.4%	1.00	63	20	51	39.2	51.0	9.5%	9.5%	9.5%	0.0%	41.3%	27.4
JaKarr Sampson	PHI	47	70	23.4%	0.90	63	23	42	54.8	58.3	24.3%	20.0%	18.6%	4.3%	47.1%	15.3
Tony Snell	CHI	60	65	16.8%	0.95	62	22	52	42.3	51.9	7.7%	13.8%	7.7%	1.5%	40.0%	22.3
Manu Ginobili	SAS	54	55	10.1%	1.11	61	21	42	50.0	59.5	10.9%	12.7%	7.3%	0.0%	49.1%	51.2
Jared Sullinger	BOS	75	61	6.6%	1.00	61	24	48	50.0	55.2	11.5%	11.5%	8.2%	1.6%	47.5%	27.4
Tristan Thompson	CLE	76	41	7.4%	1.46	60	23	30	76.7	76.7	26.8%	9.8%	26.8%	12.2%	70.7%	96.3
JaMychal Green	MEM	71	49	8.6%	1.22	60	23	39	59.0	59.0	20.4%	8.2%	18.4%	8.2%	59.2%	76.7
PJ Hairston	CHA	46	55	17.3%	1.09	60	21	48	43.8	50.0	16.4%	5.5%	16.4%	9.1%	45.5%	47.4
Nick Young	LAL	54	62	14.5%	0.97	60	18	50	36.0	50.0	11.3%	8.1%	11.3%	0.0%	40.3%	24.0
Trevor Booker	UTA	73	55	11.2%	1.07	59	25	38	65.8	67.1	12.7%	18.2%	10.9%	0.0%	56.4%	42.3
Larry Nance	LAL	56	36	11.0%	1.61	58	25	31	80.6	80.6	16.7%	0.0%	13.9%	2.8%	83.3%	99.3
T.J. McConnell	PHI	75	73	12.6%	0.79	58	24	47	51.1	54.3	5.5%	30.1%	2.7%	0.0%	38.4%	8.3
Markel Brown	BKN	55	54	15.9%	1.06	57	22	43	51.2	57.0	13.0%	13.0%	11.1%	5.6%	48.1%	38.0
DJ Augustin	DEN	23	38	13.5%	1.47	56	16	26	61.5	80.8	21.1%	13.2%	13.2%	2.6%	60.5%	97.0
Jose Calderon	NYK	72	57	10.2%	0.98	56	19	38	50.0	64.5	7.0%	26.3%	5.3%	0.0%	40.4%	24.8
Patrick Patterson	TOR	73	57	10.8%	0.98	56	21	52	40.4	53.8	0.0%	8.8%	0.0%	0.0%	36.8%	24.8
Chase Budinger	IND	47	48	19.7%	1.15	55	21	36	58.3	62.5	16.7%	12.5%	18.8%	6.3%	52.1%	60.3
Gary Neal	WAS	40	52	13.8%	1.06	55	18	43	41.9	51.2	13.5%	5.8%	9.6%	1.9%	46.2%	39.3
Jonas Jerebko	BOS	70	50	14.7%	1.08	54	20	36	55.6	63.9	12.0%	18.0%	12.0%	2.0%	50.0%	43.0
Glenn Robinson III	IND	38	46	27.7%	1.15	53	20	36	55.6	61.1	15.2%	10.9%	15.2%	4.3%	54.3%	61.0
Kelly Oubre Jr.	WAS	50	48	20.9%	1.10	53	19	36	52.8	56.9	22.9%	8.3%	20.8%	6.3%	52.1%	50.2
Anthony Tolliver	DET	65	52	15.2%	1.02	53	18	49	36.7	51.0	3.8%	1.9%	3.8%	0.0%	38.5%	31.3
Josh Richardson	MIA	43	38	14.1%	1.37	52	21	31	67.7	75.8	10.5%	10.5%	10.5%	2.6%	63.2%	93.3
Tobias Harris	DET	22	41	12.1%	1.27	52	22	33	66.7	71.2	12.2%	12.2%	7.3%	4.9%	61.0%	81.8
Ish Smith	NOP	26	48	16.6%	1.08	52	21	35	60.0	64.3	12.5%	18.8%	8.3%	4.2%	50.0%	44.0
Justin Anderson	DAL	45	33	17.9%	1.55	51	17	25	68.0	74.0	27.3%	0.0%	24.2%	3.0%	72.7%	97.8
Brandon Jennings	DET	23	45	24.9%	1.13	51	19	35	54.3	64.3	13.3%	13.3%	11.1%	4.4%	48.9%	55.9
Bobby Portis	CHI	55	47	10.4%	1.09	51	23	39	59.0	60.3	10.6%	6.4%	10.6%	0.0%	55.3%	45.1
Matthew Dellavedova	CLE	70	55	9.0%	0.93	51	19	43	44.2	57.0	1.8%	20.0%	1.8%	0.0%	36.4%	17.8
Aaron Brooks	CHI	63	58	10.8%	0.88	51	18	49	36.7	48.0	3.4%	12.1%	3.4%	0.0%	34.5%	14.0
Marreese Speights	GSW	65	37	7.1%	1.35	50	18	28	64.3	67.9	24.3%	10.8%	24.3%	10.8%	62.2%	92.2
Myles Turner	IND	52	38	6.6%	1.32	50	21	29	72.4	72.4	23.7%	10.5%	23.7%	10.5%	65.8%	86.4
Trey Lyles	UTA	71	44	9.5%	1.14	50	19	34	55.9	66.2	6.8%	15.9%	4.5%	0.0%	50.0%	57.0
Kyle Singler	OKC	59	45	18.3%	1.11	50	21	40	52.5	57.5	8.9%	4.4%	11.1%	4.4%	51.1%	51.5
Courtney Lee	CHA	21	30	15.8%	1.63	49	18	28	64.3	78.6	10.0%	0.0%	10.0%	3.3%	66.7%	99.8
Shelvin Mack	UTA	22	41	12.1%	1.20	49	20	29	69.0	75.9	9.8%	22.0%	9.8%	2.4%	56.1%	70.3
Darrell Arthur	DEN	69	47	8.2%	1.04	49	21	41	51.2	54.9	4.3%	8.5%	4.3%	0.0%	48.9%	34.3
Steven Adams	OKC	74	37	6.8%	1.30	48	18	25	72.0	72.0	32.4%	5.4%	32.4%	5.4%	67.6%	84.0
Sean Kilpatrick	BKN	16	37	18.0%	1.27	47	17	31	54.8	62.9	13.5%	5.4%	13.5%	2.7%	56.8%	82.3
Jeff Green	LAC	20	39	17.1%	1.18	46	18	34	52.9	55.9	17.9%	2.6%	15.4%	7.7%	53.8%	65.8
James Johnson	TOR	54	48	15.6%	0.96	46	20	30	66.7	71.7	10.4%	29.2%	8.3%	2.1%	45.8%	22.8
Tyler Zeller	BOS	54	36	10.3%	1.25	45	16	29	55.2	55.2	22.2%	0.0%	19.4%	2.8%	63.9%	79.9
Charlie Villanueva	DAL	54	43	12.3%	1.05	45	18	41	43.9	50.0	4.7%	0.0%	4.7%	0.0%	46.5%	36.0
Chris Bosh	MIA	53	44	4.6%	1.02	45	18	35	51.4	57.1	6.8%	13.6%	4.5%	0.0%	47.7%	31.8
Maurice Williams	CLE	37	54	14.9%	0.83	45	19	44	43.2	45.5	5.6%	14.8%	5.6%	1.9%	38.9%	11.3
Joffrey Lauvergne	DEN	52	30	7.2%	1.47	44	18	25	72.0	74.0	16.7%	3.3%	16.7%	3.3%	73.3%	96.7
Luc Mbah a Moute	LAC	60	40	16.5%	1.10	44	17	25	68.0	70.0	20.0%	20.0%	20.0%	2.5%	55.0%	48.8
Jarrett Jack	BKN	32	54	10.9%	0.81	44	16	35	45.7	52.9	9.3%	25.9%	7.4%	0.0%	38.9%	10.5
Frank Kaminsky	CHA	73	39	6.7%	1.10	43	17	34	50.0	57.4	10.3%	5.1%	5.1%	2.6%	51.3%	49.8
Anthony Morrow	OKC	58	47	14.9%	0.91	43	14	41	34.1	47.6	8.5%	4.3%	6.4%	0.0%	36.2%	16.3
Michael Beasley	HOU	14	29	14.4%	1.45	42	19	25	76.0	76.0	10.3%	3.4%	10.3%	0.0%	75.9%	95.8
Lavoy Allen	IND	71	35	8.1%	1.20	42	19	29	65.5	65.5	11.4%	5.7%	11.4%	0.0%	62.9%	71.2
Tayshaun Prince	MIN	71	36	14.2%	1.17	42	18	30	60.0	66.7	5.6%	11.1%	5.6%	0.0%	55.6%	63.5
Meyers Leonard	POR	61	36	6.8%	1.17	42	17	31	54.8	61.3	8.3%	8.3%	8.3%	2.8%	52.8%	63.5
Rudy Gobert	UTA	56	37	6.6%	1.14	42	14	18	77.8	77.8	35.1%	18.9%	27.0%	2.7%	62.2%	56.5
Markieff Morris	PHX	38	39	6.9%	1.08	42	17	32	53.1	60.9	5.1%	12.8%	2.6%	0.0%	48.7%	42.6
Rashad Vaughn	MIL	62	41	17.7%	1.02	42	17	37	45.9	56.8	2.4%	9.8%	2.4%	2.4%	41.5%	32.5
Quincy Acy	SAC	49	29	13.7%	1.41	41	19	25	76.0	76.0	10.3%	6.9%	6.9%	3.4%	72.4%	95.3
Kosta Koufos	SAC	72	36	7.5%	1.14	41	18	29	62.1	62.1	16.7%	2.8%	13.9%	2.8%	58.3%	58.0
Norman Powell	TOR	39	42	21.6%	0.98	41	15	34	44.1	48.5	9.5%	9.5%	7.1%	0.0%	45.2%	24.3
Thomas Robinson	BKN	62	35	10.1%	1.14	40	16	22	72.7	72.7	17.1%	22.9%	17.1%	2.9%	57.1%	59.0
Markieff Morris	WAS	23	37	13.0%	1.08	40	15	29	51.7	56.9	10.8%	10.8%	8.1%	0.0%	51.4%	43.5
Cameron Payne	OKC	51	40	14.3%	1.00	40	17	33	51.5	59.1	2.5%	17.5%	2.5%	2.5%	42.5%	27.4
Kyle Anderson	SAS	66	52	15.1%	0.77	40	19	40	47.5	47.5	5.8%	19.2%	5.8%	1.9%	38.5%	7.2
Hassan Whiteside	MIA	66	31	3.6%	1.26	39	15	23	65.2	65.2	29.0%	0.0%	25.8%	3.2%	71.0%	80.3
Timofey Mozgov	CLE	70	33	7.4%	1.18	39	16	25	64.0	64.0	12.1%	12.1%	12.1%	0.0%	60.6%	66.3
Christapher Johnson	UTA	59	37	15.4%	1.05	39	15	26	57.7	61.5	16.2%	18.9%	13.5%	5.4%	51.4%	37.3
Luke Babbitt	NOP	36	31	12.8%	1.23	38	13	28	46.4	60.7	9.7%	3.2%	9.7%	3.2%	48.4%	77.0
Nene Hilario	WAS	52	34	7.1%	1.12	38	15	22	68.2	68.2	32.4%	8.8%	32.4%	5.9%	61.8%	52.5
Solomon Hill	IND	42	37	20.4%	1.03	38	13	31	41.9	46.8	13.5%	2.7%	10.8%	0.0%	48.6%	33.0
Kirk Hinrich	CHI	33	31	20.5%	1.19	37	14	27	51.9	61.1	9.7%	9.7%	9.7%	6.5%	48.4%	69.8
Mike Dunleavy	CHI	25	31	15.9%	1.19	37	14	28	50.0	66.1	0.0%	9.7%	0.0%	0.0%	45.2%	69.8
Seth Curry	SAC	37	33	17.5%	1.12	37	13	27	48.1	61.1	9.1%	9.1%	6.1%	0.0%	48.5%	53.5
Derrick Favors	UTA	58	34	3.5%	1.09	37	15	28	53.6	53.6	14.7%	8.8%	11.8%	5.9%	52.9%	46.8
Joe Ingles	UTA	71	35	10.7%	1.06	37	17	29	58.6	60.3	5.7%	14.3%	8.6%	5.7%	48.6%	39.0
Noah Vonleh	POR	71	27	8.2%	1.33	36	16	22	72.7	72.7	11.1%	7.4%	11.1%	0.0%	70.4%	89.8
Rondae Hollis-Jefferson	BKN	23	36	25.0%	1.00	36	13	24	54.2	54.2	19.4%	13.9%	16.7%	0.0%	55.6%	27.4
Richaun Holmes	PHI	50	24	8.4%	1.46	35	16	23	69.6	71.7	8.3%	0.0%	8.3%	4.2%	70.8%	96.0
Jonas Valanciunas	TOR	54	26	4.1%	1.35	35	15	19	78.9	78.9	15.4%	15.4%	11.5%	3.8%	69.2%	91.3
Nemanja Bjelica	MIN	51	26	9.8%	1.31	34	13	18	72.2	80.6	11.5%	23.1%	11.5%	3.8%	57.7%	85.3
Aron Baynes	DET	75	27	5.6%	1.26	34	15	21	71.4	71.4	14.8%	14.8%	14.8%	7.4%	63.0%	80.7
Zach Randolph	MEM	62	27	2.8%	1.26	34	17	25	68.0	68.0	0.0%	7.4%	0.0%	0.0%	63.0%	80.7
Zaza Pachulia	DAL	69	28	4.1%	1.21	34	9	19	47.4	47.4	32.1%	0.0%	32.1%	0.0%	60.7%	74.2
Lance Stephenson	MEM	21	36	11.3%	0.94	34	14	28	50.0	50.0	11.1%	13.9%	11.1%	2.8%	47.2%	20.6
Dwight Powell	DAL	60	25	6.3%	1.32	33	12	16	75.0	75.0	32.0%	12.0%	28.0%	8.0%	68.0%	86.8
Jason Smith	ORL	69	27	5.0%	1.22	33	15	25	60.0	60.0	14.8%	3.7%	14.8%	11.1%	59.3%	75.9
Alex Len	PHX	71	36	4.5%	0.92	33	13	25	52.0	52.0	13.9%	16.7%	13.9%	0.0%	47.2%	16.8
Jameer Nelson	DEN	39	36	9.3%	0.92	33	13	29	44.8	50.0	8.3%	13.9%	5.6%	2.8%	41.7%	16.8
Lance Stephenson	LAC	41	41	18.2%	0.80	33	12	19	63.2	63.2	17.1%	36.6%	14.6%	0.0%	43.9%	9.3
Michael Kidd-Gilchrist	CHA	7	24	30.0%	1.33	32	12	17	70.6	70.6	33.3%	12.5%	33.3%	16.7%	66.7%	89.8
Rasual Butler	SAS	38	24	19.8%	1.33	32	12	19	63.2	71.1	20.8%	8.3%	20.8%	8.3%	62.5%	89.8
Boris Diaw	SAS	74	29	5.8%	1.10	32	13	25	52.0	52.0	13.8%	6.9%	10.3%	6.9%	51.7%	50.0
CJ Watson	ORL	28	36	23.2%	0.89	32	9	26	34.6	40.4	19.4%	11.1%	16.7%	2.8%	38.9%	14.3
Nikola Jokic	DEN	74	38	5.1%	0.84	32	10	23	43.5	45.7	18.4%	23.7%	18.4%	2.6%	42.1%	11.8
Tyson Chandler	PHX	61	22	5.1%	1.41	31	14	16	87.5	87.5	27.3%	13.6%	27.3%	13.6%	72.7%	95.0
Kris Humphries	WAS	28	26	13.3%	1.19	31	10	19	52.6	60.5	19.2%	7.7%	15.4%	0.0%	57.7%	69.2
Taj Gibson	CHI	73	29	4.5%	1.07	31	12	19	63.2	63.2	24.1%	13.8%	13.8%	3.4%	58.6%	41.3
Jordan Hill	IND	71	33	4.8%	0.91	30	12	26	46.2	46.2	12.1%	9.1%	12.1%	0.0%	45.5%	15.8
Vince Carter	MEM	54	37	10.6%	0.81	30	8	27	29.6	35.2	18.9%	10.8%	16.2%	2.7%	37.8%	9.5
Randy Foye	DEN	54	40	9.9%	0.75	30	8	29	27.6	32.8	17.5%	12.5%	15.0%	2.5%	35.0%	6.8
Ryan Kelly	LAL	29	24	14.7%	1.21	29	10	15	66.7	70.0	29.2%	8.3%	29.2%	0.0%	62.5%	72.3
Tyus Jones	MIN	31	33	18.8%	0.88	29	12	27	44.4	50.0	9.1%	9.1%	9.1%	0.0%	42.4%	13.5
Brandon Jennings	ORL	23	39	19.4%	0.74	29	10	25	40.0	46.0	10.3%	25.6%	10.3%	0.0%	35.9%	6.5
Jared Cunningham	CLE	24	24	18.3%	1.17	28	9	14	64.3	67.9	29.2%	8.3%	29.2%	0.0%	66.7%	63.5
Andrew Nicholson	ORL	45	24	6.9%	1.17	28	11	23	47.8	58.7	4.2%	4.2%	4.2%	4.2%	45.8%	63.5
Tyler Johnson	MIA	35	36	11.4%	0.78	28	11	27	40.7	42.6	8.3%	19.4%	8.3%	2.8%	36.1%	7.5
Sasha Vujacic	NYK	52	38	13.6%	0.74	28	10	31	32.3	40.3	5.3%	13.2%	2.6%	0.0%	31.6%	6.0
Troy Daniels	CHA	37	17	9.6%	1.59	27	9	17	52.9	79.4	0.0%	0.0%	0.0%	0.0%	52.9%	99.0
Kyle O'Quinn	NYK	57	20	6.2%	1.35	27	10	14	71.4	71.4	25.0%	15.0%	25.0%	10.0%	65.0%	91.8
David West	SAS	72	34	6.9%	0.79	27	13	29	44.8	46.6	0.0%	14.7%	0.0%	0.0%	38.2%	8.0
PJ Hairston	MEM	14	25	18.9%	1.04	26	9	18	50.0	55.6	16.0%	12.0%	12.0%	0.0%	52.0%	33.8
Tyler Ennis	MIL	40	32	16.6%	0.81	26	12	24	50.0	52.1	3.1%	21.9%	0.0%	0.0%	40.6%	9.8
Josh Smith	LAC	32	33	13.6%	0.79	26	9	19	47.4	50.0	12.1%	30.3%	9.1%	0.0%	39.4%	7.8
Dewayne Dedmon	ORL	48	16	7.4%	1.56	25	10	13	76.9	76.9	25.0%	0.0%	25.0%	6.3%	81.3%	98.7
Pablo Prigioni	LAC	51	16	10.5%	1.56	25	10	15	66.7	80.0	6.3%	6.3%	6.3%	6.3%	62.5%	98.7
Bismack Biyombo	TOR	74	16	3.7%	1.56	25	8	10	80.0	80.0	43.8%	6.3%	43.8%	12.5%	81.3%	98.7
Channing Frye	ORL	44	16	7.2%	1.56	25	9	15	60.0	83.3	0.0%	6.3%	0.0%	0.0%	56.3%	98.7
Festus Ezeli	GSW	40	18	6.0%	1.39	25	10	13	76.9	76.9	27.8%	11.1%	22.2%	11.1%	72.2%	93.8
Joe Johnson	MIA	17	19	9.1%	1.32	25	9	16	56.3	75.0	5.3%	10.5%	0.0%	0.0%	52.6%	86.4
Andrew Bogut	GSW	66	19	5.2%	1.32	25	12	12	100.0	100.0	21.1%	21.1%	15.8%	5.3%	68.4%	86.4
Montrezl Harrell	HOU	29	21	16.8%	1.19	25	9	14	64.3	64.3	28.6%	4.8%	28.6%	0.0%	61.9%	68.4
Tim Duncan	SAS	56	23	4.4%	1.09	25	12	16	75.0	75.0	4.3%	30.4%	4.3%	4.3%	52.2%	46.0
Robin Lopez	NYK	77	18	2.3%	1.33	24	9	15	60.0	60.0	16.7%	0.0%	11.1%	0.0%	66.7%	89.8
JaKarr Sampson	DEN	20	22	18.8%	1.09	24	9	15	60.0	60.0	18.2%	13.6%	18.2%	0.0%	59.1%	47.4
John Henson	MIL	49	24	6.7%	1.00	24	9	16	56.3	56.3	25.0%	8.3%	25.0%	0.0%	54.2%	27.4
David Lee	DAL	18	15	9.4%	1.47	22	11	15	73.3	73.3	0.0%	0.0%	0.0%	0.0%	73.3%	96.7
James Anderson	SAC	35	41	25.8%	0.54	22	9	29	31.0	31.0	7.3%	24.4%	4.9%	2.4%	26.8%	0.8
Lamar Patterson	ATL	32	13	11.4%	1.62	21	7	10	70.0	85.0	23.1%	7.7%	15.4%	7.7%	69.2%	99.5
Marc Gasol	MEM	52	18	1.9%	1.17	21	9	14	64.3	64.3	11.1%	5.6%	5.6%	0.0%	61.1%	63.5
Marcelo Huertas	LAL	45	37	14.4%	0.57	21	9	22	40.9	43.2	2.7%	37.8%	0.0%	0.0%	27.0%	1.5
Kris Humphries	ATL	16	15	12.7%	1.33	20	8	13	61.5	65.4	20.0%	0.0%	20.0%	6.7%	60.0%	89.8
Carl Landry	PHI	34	16	5.6%	1.25	20	7	12	58.3	58.3	25.0%	6.3%	18.8%	6.3%	62.5%	79.9
Donatas Motiejunas	HOU	32	21	8.8%	0.95	20	8	15	53.3	56.7	14.3%	14.3%	14.3%	0.0%	47.6%	22.0
Phil Pressey	PHI	14	22	27.5%	0.91	20	9	15	60.0	60.0	13.6%	22.7%	9.1%	4.5%	50.0%	15.8
Tony Wroten	PHI	8	28	25.0%	0.71	20	8	16	50.0	50.0	14.3%	28.6%	10.7%	0.0%	39.3%	4.0
Anthony Brown	LAL	27	28	18.8%	0.71	20	7	21	33.3	40.5	7.1%	17.9%	3.6%	0.0%	32.1%	4.0
Mike Muscala	ATL	49	15	8.1%	1.27	19	7	9	77.8	77.8	26.7%	20.0%	26.7%	6.7%	66.7%	81.5
Darrun Hilliard	DET	34	16	10.7%	1.19	19	5	10	50.0	60.0	25.0%	12.5%	25.0%	0.0%	56.3%	67.8
Jeff Withey	UTA	43	12	5.8%	1.50	18	9	11	81.8	81.8	0.0%	8.3%	0.0%	0.0%	75.0%	97.3
James Jones	CLE	36	13	9.0%	1.38	18	6	13	46.2	69.2	0.0%	0.0%	0.0%	0.0%	46.2%	93.5
Jarell Martin	MEM	19	15	12.1%	1.20	18	7	12	58.3	58.3	26.7%	6.7%	26.7%	13.3%	53.3%	71.2
Justin Holiday	ATL	23	25	27.8%	0.72	18	8	21	38.1	42.9	4.0%	12.0%	4.0%	0.0%	32.0%	4.5
Justin Holiday	CHI	19	27	22.3%	0.67	18	8	24	33.3	35.4	3.7%	7.4%	3.7%	0.0%	33.3%	3.5
Tiago Splitter	ATL	36	10	5.0%	1.70	17	8	10	80.0	80.0	10.0%	0.0%	10.0%	10.0%	80.0%	100.0
Alexis Ajinca	NOP	52	16	5.0%	1.06	17	7	14	50.0	50.0	12.5%	0.0%	12.5%	0.0%	56.3%	40.8
Spencer Hawes	CHA	50	17	4.9%	1.00	17	5	12	41.7	45.8	17.6%	11.8%	17.6%	0.0%	47.1%	27.4
John Jenkins	PHX	15	18	22.5%	0.94	17	7	13	53.8	61.5	5.6%	22.2%	5.6%	0.0%	44.4%	20.6
Andrea Bargnani	BKN	45	12	3.7%	1.33	16	8	11	72.7	72.7	0.0%	8.3%	0.0%	0.0%	66.7%	89.8
Sergey Karasev	BKN	35	14	14.6%	1.14	16	6	12	50.0	58.3	7.1%	7.1%	0.0%	0.0%	50.0%	59.0
Roy Hibbert	LAL	74	18	3.5%	0.89	16	4	12	33.3	33.3	22.2%	11.1%	16.7%	0.0%	44.4%	14.3
Josh Smith	HOU	18	18	9.9%	0.89	16	6	14	42.9	53.6	11.1%	11.1%	11.1%	0.0%	38.9%	14.3
David Lee	BOS	30	22	8.7%	0.73	16	7	15	46.7	46.7	4.5%	27.3%	4.5%	0.0%	36.4%	4.8
Tim Frazier	NOP	9	22	18.5%	0.73	16	7	17	41.2	41.2	13.6%	18.2%	9.1%	9.1%	36.4%	4.8
Miles Plumlee	MIL	48	12	4.8%	1.25	15	7	9	77.8	77.8	8.3%	16.7%	8.3%	0.0%	66.7%	79.9
Channing Frye	CLE	20	13	10.1%	1.15	15	6	13	46.2	57.7	0.0%	0.0%	0.0%	0.0%	46.2%	61.7
Ed Davis	POR	75	14	3.1%	1.07	15	6	8	75.0	75.0	35.7%	28.6%	35.7%	21.4%	50.0%	41.8
Jordan Hamilton	NOP	4	12	24.5%	1.17	14	6	11	54.5	63.6	0.0%	8.3%	0.0%	0.0%	50.0%	63.5
Kevin Garnett	MIN	38	13	9.3%	1.08	14	6	10	60.0	60.0	15.4%	7.7%	15.4%	0.0%	53.8%	42.6
Reggie Bullock	DET	26	14	16.3%	1.00	14	6	12	50.0	54.2	7.1%	14.3%	7.1%	7.1%	42.9%	27.4
Phil Pressey	PHX	7	16	40.0%	0.88	14	5	7	71.4	71.4	25.0%	37.5%	18.8%	6.3%	50.0%	13.3
Sonny Weems	PHX	35	19	14.4%	0.74	14	6	12	50.0	58.3	0.0%	36.8%	0.0%	0.0%	31.6%	6.0
Beno Udrih	MIA	36	22	10.9%	0.64	14	4	14	28.6	32.1	13.6%	22.7%	13.6%	0.0%	31.8%	3.0
Al Jefferson	CHA	41	10	2.0%	1.30	13	6	9	66.7	66.7	10.0%	0.0%	10.0%	0.0%	70.0%	84.5
Devyn Marble	ORL	17	11	18.6%	1.18	13	4	7	57.1	78.6	18.2%	18.2%	18.2%	0.0%	45.5%	66.3
Brian Roberts	CHA	30	11	7.6%	1.18	13	3	8	37.5	43.8	27.3%	0.0%	18.2%	0.0%	54.5%	66.3
JJ Hickson	DEN	18	13	8.6%	1.00	13	6	10	60.0	60.0	15.4%	15.4%	7.7%	7.7%	53.8%	27.4
Ray McCallum	MEM	10	16	17.0%	0.81	13	6	14	42.9	46.4	0.0%	12.5%	0.0%	0.0%	37.5%	9.8
Ray McCallum	SAS	24	10	12.0%	1.20	12	5	8	62.5	62.5	10.0%	0.0%	20.0%	0.0%	60.0%	71.2
Jordan McRae	PHX	6	12	30.8%	1.00	12	4	8	50.0	56.3	25.0%	16.7%	25.0%	8.3%	50.0%	27.4
Kevin Seraphin	NYK	45	14	5.8%	0.86	12	4	10	40.0	40.0	14.3%	14.3%	7.1%	0.0%	42.9%	12.3
Randy Foye	OKC	21	21	15.6%	0.57	12	4	16	25.0	28.1	14.3%	14.3%	14.3%	4.8%	28.6%	1.8
DJ Augustin	OKC	34	23	13.7%	0.52	12	4	17	23.5	29.4	4.3%	21.7%	4.3%	0.0%	21.7%	0.5
Steve Blake	DET	52	27	9.2%	0.44	12	4	18	22.2	30.6	3.7%	29.6%	3.7%	0.0%	18.5%	0.3
Shabazz Napier	ORL	50	38	14.7%	0.32	12	4	25	16.0	20.0	5.3%	28.9%	5.3%	0.0%	15.8%	0.0
Ersan Ilyasova	ORL	18	13	8.6%	0.85	11	3	9	33.3	38.9	23.1%	7.7%	23.1%	0.0%	46.2%	12.0
James Young	BOS	17	12	27.9%	0.83	10	4	10	40.0	50.0	0.0%	16.7%	0.0%	0.0%	33.3%	11.3
Greivis Vasquez	MIL	18	16	9.9%	0.63	10	3	11	27.3	27.3	18.8%	25.0%	18.8%	12.5%	25.0%	2.5
Bryce Dejean-Jones	NOP	13	16	18.0%	0.63	10	3	10	30.0	40.0	12.5%	25.0%	12.5%	0.0%	25.0%	2.5
Chase Budinger	PHX	12	10	22.7%	0.90	9	4	9	44.4	44.4	10.0%	0.0%	10.0%	0.0%	50.0%	15.3
Cole Aldrich	LAC	51	11	4.0%	0.82	9	4	6	66.7	66.7	9.1%	36.4%	9.1%	0.0%	45.5%	10.8
Amare Stoudemire	MIA	47	10	3.7%	0.80	8	3	7	42.9	42.9	10.0%	20.0%	10.0%	0.0%	40.0%	8.5
Kostas Papanikolaou	DEN	22	11	11.8%	0.73	8	4	8	50.0	50.0	0.0%	27.3%	0.0%	0.0%	36.4%	4.8
Elijah Millsap	UTA	17	11	18.6%	0.73	8	3	8	37.5	37.5	18.2%	9.1%	18.2%	0.0%	45.5%	4.8
Joakim Noah	CHI	29	14	6.9%	0.57	8	4	8	50.0	50.0	7.1%	35.7%	7.1%	0.0%	28.6%	1.8
Adreian Payne	MIN	43	12	7.1%	0.58	7	2	8	25.0	25.0	16.7%	16.7%	16.7%	0.0%	33.3%	2.3
Metta World Peace	LAL	31	13	7.0%	0.54	7	2	11	18.2	27.3	7.7%	7.7%	7.7%	0.0%	23.1%	1.0
Kendall Marshall	PHI	26	11	7.6%	0.55	6	2	7	28.6	35.7	9.1%	36.4%	9.1%	9.1%	18.2%	1.3
