Player	Team	GP	Poss	Freq	PPP	PTS	FGM	FGA	FG%	eFG%	FT_Freq	TO_Freq	SF_Freq	And_One_Freq	Score_Freq	Percentile
Jrue Holiday	NOP	65	103	8.6%	0.89	92	34	88	38.6	44.9	8.7%	8.7%	8.7%	2.9%	38.8%	40.6
Andre Roberson	OKC	65	108	34.3%	0.84	91	31	101	30.7	44.1	1.9%	4.6%	1.9%	0.0%	30.6%	29.8
Troy Daniels	CHA	37	66	37.3%	1.38	91	31	61	50.8	73.8	1.5%	6.1%	1.5%	0.0%	48.5%	98.8
David West	SAS	72	85	17.2%	1.06	90	45	81	55.6	55.6	0.0%	4.7%	0.0%	0.0%	52.9%	76.1
Alonzo Gee	NOP	70	111	32.8%	0.81	90	35	94	37.2	43.6	5.4%	9.9%	4.5%	0.0%	36.0%	25.5
Archie Goodwin	PHX	50	106	20.0%	0.85	90	30	86	34.9	40.7	14.2%	4.7%	13.2%	0.0%	40.6%	32.5
Spencer Hawes	CHA	50	98	28.0%	0.91	89	32	92	34.8	46.2	2.0%	4.1%	2.0%	0.0%	34.7%	44.0
Tyler Johnson	MIA	35	85	26.8%	1.04	88	30	75	40.0	53.3	5.9%	5.9%	4.7%	0.0%	41.2%	70.7
Markel Brown	BKN	55	102	30.0%	0.86	88	28	90	31.1	41.1	9.8%	2.0%	5.9%	1.0%	36.3%	35.6
Tim Hardaway Jr.	ATL	46	97	34.9%	0.88	85	30	92	32.6	43.5	5.2%	1.0%	4.1%	1.0%	35.1%	37.5
James Johnson	TOR	54	94	30.5%	0.90	85	33	78	42.3	51.3	6.4%	10.6%	5.3%	0.0%	38.3%	42.8
Andrea Bargnani	BKN	45	94	28.7%	0.89	84	34	81	42.0	42.6	11.7%	6.4%	9.6%	4.3%	43.6%	40.9
Andrew Nicholson	ORL	45	76	21.7%	1.11	84	30	70	42.9	56.4	5.3%	5.3%	3.9%	2.6%	42.1%	84.4
Gary Neal	WAS	40	95	25.3%	0.88	84	34	89	38.2	46.1	1.1%	5.3%	1.1%	0.0%	36.8%	38.5
Donald Sloan	BKN	56	85	19.9%	0.98	83	30	80	37.5	51.3	1.2%	5.9%	1.2%	1.2%	35.3%	58.2
Channing Frye	ORL	44	80	35.9%	1.04	83	30	79	38.0	52.5	0.0%	1.3%	0.0%	0.0%	37.5%	71.4
Channing Frye	CLE	20	66	51.2%	1.26	83	28	63	44.4	64.3	3.0%	1.5%	3.0%	0.0%	45.5%	96.2
Jarrett Jack	BKN	32	91	18.4%	0.89	81	26	78	33.3	42.9	7.7%	7.7%	7.7%	1.1%	35.2%	39.4
Zach Randolph	MEM	62	97	9.9%	0.84	81	37	93	39.8	40.9	3.1%	2.1%	3.1%	1.0%	40.2%	28.8
JaMychal Green	MEM	71	102	18.0%	0.79	81	32	89	36.0	44.4	2.0%	10.8%	1.0%	0.0%	32.4%	21.9
Thaddeus Young	BKN	73	109	9.3%	0.73	80	34	94	36.2	38.3	6.4%	6.4%	7.3%	0.0%	36.7%	16.3
Norman Powell	TOR	39	90	46.4%	0.89	80	30	77	39.0	50.6	1.1%	13.3%	1.1%	0.0%	34.4%	38.8
Steve Blake	DET	52	70	23.9%	1.13	79	27	66	40.9	59.1	1.4%	5.7%	1.4%	1.4%	38.6%	85.8
Rodney Stuckey	IND	52	83	16.0%	0.95	79	29	76	38.2	48.0	4.8%	3.6%	3.6%	0.0%	39.8%	54.1
Leandro Barbosa	GSW	63	84	20.0%	0.94	79	27	76	35.5	48.0	4.8%	4.8%	4.8%	0.0%	36.9%	51.2
Nikola Jokic	DEN	74	77	10.4%	1.01	78	27	69	39.1	55.1	1.3%	9.1%	1.3%	0.0%	36.4%	65.6
Nemanja Bjelica	MIN	51	86	32.6%	0.91	78	28	81	34.6	46.9	2.3%	4.7%	2.3%	1.2%	33.7%	43.8
Rashad Vaughn	MIL	62	119	51.3%	0.66	78	26	108	24.1	33.8	1.7%	7.6%	1.7%	0.0%	23.5%	9.9
Julius Randle	LAL	74	113	11.1%	0.69	78	31	96	32.3	34.9	7.1%	8.0%	7.1%	0.0%	33.6%	12.7
Shabazz Napier	ORL	50	66	25.6%	1.17	77	27	60	45.0	63.3	1.5%	7.6%	1.5%	0.0%	42.4%	91.1
Christapher Johnson	UTA	59	114	47.5%	0.68	77	27	100	27.0	35.5	3.5%	9.6%	3.5%	0.9%	26.3%	11.3
Maurice Williams	CLE	37	64	17.6%	1.20	77	27	60	45.0	61.7	1.6%	4.7%	1.6%	0.0%	43.8%	93.8
Norris Cole	NOP	45	96	16.4%	0.79	76	26	88	29.5	40.9	3.1%	5.2%	3.1%	0.0%	30.2%	21.6
Kyle Singler	OKC	59	99	40.2%	0.76	75	26	92	28.3	39.1	3.0%	5.1%	3.0%	1.0%	28.3%	18.3
Aaron Brooks	CHI	63	65	12.1%	1.14	74	23	62	37.1	54.0	4.6%	0.0%	4.6%	0.0%	40.0%	87.3
Blake Griffin	LAC	30	95	13.4%	0.77	73	36	93	38.7	39.2	0.0%	2.1%	0.0%	0.0%	37.9%	19.2
Shelvin Mack	UTA	22	84	24.8%	0.86	72	30	77	39.0	46.1	2.4%	7.1%	2.4%	1.2%	36.9%	33.9
James Jones	CLE	36	73	50.7%	0.99	72	24	69	34.8	47.8	6.8%	1.4%	5.5%	2.7%	37.0%	60.3
Seth Curry	SAC	37	56	29.6%	1.27	71	23	46	50.0	69.6	5.4%	12.5%	5.4%	0.0%	46.4%	96.6
Cameron Payne	OKC	51	71	25.4%	1.00	71	23	64	35.9	53.1	2.8%	7.0%	2.8%	0.0%	35.2%	63.5
Courtney Lee	CHA	21	72	37.9%	0.99	71	25	66	37.9	50.8	2.8%	5.6%	2.8%	0.0%	37.5%	60.1
Jerian Grant	NYK	70	88	19.3%	0.80	70	26	79	32.9	39.9	4.5%	5.7%	3.4%	0.0%	34.1%	22.6
Markieff Morris	WAS	23	75	26.3%	0.93	70	25	64	39.1	50.8	5.3%	10.7%	5.3%	1.3%	37.3%	49.5
Eric Bledsoe	PHX	32	83	12.2%	0.84	70	23	68	33.8	43.4	9.6%	10.8%	6.0%	2.4%	34.9%	30.0
Marc Gasol	MEM	52	98	10.5%	0.70	69	33	91	36.3	37.4	1.0%	6.1%	1.0%	0.0%	34.7%	13.7
Shane Larkin	BKN	72	77	12.4%	0.88	68	24	68	35.3	44.9	7.8%	7.8%	7.8%	3.9%	35.1%	38.2
Derrick Favors	UTA	58	105	10.8%	0.65	68	31	100	31.0	31.0	3.8%	1.0%	2.9%	0.0%	33.3%	9.4
Quincy Acy	SAC	49	54	25.5%	1.24	67	27	52	51.9	62.5	3.7%	3.7%	3.7%	3.7%	50.0%	95.2
Sean Kilpatrick	BKN	16	64	31.1%	1.03	66	25	59	42.4	54.2	1.6%	6.3%	1.6%	0.0%	40.6%	69.7
Joe Johnson	MIA	17	56	26.9%	1.16	65	24	51	47.1	61.8	1.8%	7.1%	1.8%	0.0%	44.6%	90.1
Joffrey Lauvergne	DEN	52	81	19.6%	0.80	65	28	75	37.3	42.0	2.5%	6.2%	2.5%	1.2%	35.8%	24.3
Greg Monroe	MIL	74	72	6.3%	0.90	65	29	68	42.6	42.6	6.9%	1.4%	5.6%	2.8%	44.4%	42.3
Kelly Oubre Jr.	WAS	50	73	31.7%	0.88	64	21	63	33.3	47.6	4.1%	9.6%	4.1%	0.0%	32.9%	37.7
T.J. McConnell	PHI	76	73	12.5%	0.86	63	24	64	37.5	46.9	4.1%	8.2%	2.7%	0.0%	37.0%	35.8
Bobby Portis	CHI	55	85	18.8%	0.74	63	27	83	32.5	36.7	1.2%	1.2%	1.2%	0.0%	32.9%	16.6
Jameer Nelson	DEN	39	80	20.7%	0.77	62	23	77	29.9	40.3	0.0%	3.8%	0.0%	0.0%	28.8%	20.2
Lance Stephenson	LAC	41	61	27.1%	1.02	62	22	52	42.3	56.7	3.3%	11.5%	1.6%	0.0%	39.3%	66.8
Luc Mbah a Moute	LAC	60	71	29.2%	0.85	60	23	65	35.4	44.6	2.8%	5.6%	2.8%	0.0%	35.2%	30.5
Tyreke Evans	NOP	25	48	11.3%	1.23	59	19	43	44.2	59.3	10.4%	0.0%	10.4%	0.0%	50.0%	94.5
Jeff Green	LAC	20	72	31.6%	0.81	58	20	64	31.3	42.2	4.2%	6.9%	4.2%	0.0%	31.9%	25.0
Lance Stephenson	MEM	21	49	15.3%	1.16	57	23	40	57.5	61.3	12.2%	12.2%	12.2%	6.1%	53.1%	90.6
Kevin Martin	MIN	39	65	14.9%	0.86	56	19	58	32.8	42.2	6.2%	6.2%	4.6%	1.5%	33.8%	35.3
Mike Dunleavy	CHI	25	55	28.2%	1.02	56	18	48	37.5	53.1	5.5%	7.3%	5.5%	0.0%	38.2%	67.3
Larry Nance	LAL	56	72	22.0%	0.78	56	27	67	40.3	41.0	1.4%	5.6%	1.4%	0.0%	38.9%	20.4
Kris Humphries	WAS	28	68	34.9%	0.81	55	20	60	33.3	42.5	2.9%	8.8%	2.9%	0.0%	32.4%	25.2
Rasual Butler	SAS	38	57	47.1%	0.96	55	22	57	38.6	48.2	0.0%	0.0%	0.0%	0.0%	38.6%	56.0
Trevor Booker	UTA	73	82	16.8%	0.67	55	23	72	31.9	38.2	0.0%	12.2%	0.0%	0.0%	28.0%	10.8
Roy Hibbert	LAL	74	56	10.8%	0.98	55	26	55	47.3	47.3	3.6%	0.0%	3.6%	1.8%	48.2%	59.1
Anthony Brown	LAL	27	63	42.3%	0.86	54	18	60	30.0	41.7	4.8%	1.6%	4.8%	1.6%	31.7%	33.9
Carl Landry	PHI	35	51	16.9%	1.04	53	24	50	48.0	51.0	3.9%	0.0%	3.9%	2.0%	49.0%	71.9
Noah Vonleh	POR	71	82	24.8%	0.63	52	21	71	29.6	34.5	2.4%	11.0%	2.4%	0.0%	28.0%	7.9
Darrun Hilliard	DET	34	44	29.3%	1.16	51	16	37	43.2	59.5	11.4%	4.5%	9.1%	0.0%	47.7%	89.7
Alex Len	PHX	71	71	9.0%	0.72	51	21	62	33.9	34.7	7.0%	5.6%	7.0%	0.0%	36.6%	15.4
Justin Anderson	DAL	45	53	28.8%	0.94	50	17	48	35.4	45.8	7.5%	3.8%	7.5%	1.9%	37.7%	51.7
Reggie Bullock	DET	26	40	46.5%	1.25	50	16	36	44.4	63.9	5.0%	5.0%	5.0%	0.0%	45.0%	95.9
Randy Foye	OKC	21	59	43.7%	0.85	50	18	58	31.0	43.1	0.0%	1.7%	0.0%	0.0%	30.5%	32.2
Michael Beasley	HOU	14	42	20.8%	1.17	49	21	39	53.8	56.4	7.1%	2.4%	7.1%	2.4%	54.8%	91.1
Chase Budinger	IND	47	66	27.0%	0.74	49	15	60	25.0	35.0	6.1%	3.0%	6.1%	0.0%	28.8%	16.8
DJ Augustin	OKC	34	47	28.0%	1.04	49	17	45	37.8	53.3	2.1%	2.1%	0.0%	0.0%	38.3%	72.6
Brandon Jennings	ORL	23	46	22.9%	1.04	48	17	42	40.5	57.1	2.2%	8.7%	2.2%	2.2%	37.0%	73.0
Zaza Pachulia	DAL	69	64	9.4%	0.75	48	18	52	34.6	34.6	17.2%	4.7%	17.2%	3.1%	40.6%	17.2
Metta World Peace	LAL	31	50	26.9%	0.94	47	16	50	32.0	46.0	2.0%	0.0%	2.0%	2.0%	32.0%	50.6
Enes Kanter	OKC	76	41	4.8%	1.15	47	20	40	50.0	58.8	0.0%	2.4%	0.0%	0.0%	48.8%	88.5
James Anderson	SAC	35	59	37.1%	0.78	46	17	52	32.7	44.2	0.0%	11.9%	0.0%	0.0%	28.8%	20.7
Markieff Morris	PHX	38	83	14.8%	0.54	45	18	75	24.0	29.3	2.4%	9.6%	2.4%	2.4%	21.7%	2.9
CJ Watson	ORL	28	37	23.9%	1.19	44	15	34	44.1	57.4	5.4%	2.7%	5.4%	0.0%	45.9%	93.3
Ish Smith	NOP	26	44	15.2%	1.00	44	18	40	45.0	51.3	4.5%	6.8%	2.3%	2.3%	43.2%	63.5
Taj Gibson	CHI	73	37	5.8%	1.19	44	22	36	61.1	61.1	0.0%	2.7%	0.0%	0.0%	59.5%	93.3
Myles Turner	IND	53	53	9.1%	0.83	44	20	51	39.2	41.2	1.9%	1.9%	1.9%	0.0%	39.6%	27.4
Shaun Livingston	GSW	72	42	9.2%	1.05	44	15	34	44.1	47.1	16.7%	7.1%	16.7%	4.8%	47.6%	74.0
JaKarr Sampson	PHI	47	78	26.1%	0.55	43	17	63	27.0	29.4	7.7%	12.8%	5.1%	1.3%	26.9%	3.6
Greivis Vasquez	MIL	18	50	30.9%	0.86	43	15	44	34.1	44.3	6.0%	8.0%	6.0%	2.0%	34.0%	35.1
Josh Smith	LAC	32	45	18.6%	0.96	43	16	43	37.2	50.0	0.0%	4.4%	0.0%	0.0%	35.6%	54.3
Josh McRoberts	MIA	37	60	35.1%	0.70	42	16	55	29.1	32.7	5.0%	5.0%	5.0%	1.7%	30.0%	13.5
Jahil Okafor	PHI	53	45	4.6%	0.91	41	15	33	45.5	47.0	15.6%	13.3%	13.3%	2.2%	46.7%	45.3
Mike Muscala	ATL	49	45	24.2%	0.91	41	17	42	40.5	48.8	0.0%	6.7%	0.0%	0.0%	37.8%	45.3
Adreian Payne	MIN	43	48	28.4%	0.83	40	17	44	38.6	45.5	0.0%	8.3%	0.0%	0.0%	35.4%	27.8
Kyle O'Quinn	NYK	57	45	14.0%	0.87	39	16	43	37.2	43.0	2.2%	2.2%	0.0%	0.0%	37.8%	36.5
Nerlens Noel	PHI	62	63	8.0%	0.62	39	17	48	35.4	36.5	9.5%	15.9%	7.9%	1.6%	31.7%	6.0
Donatas Motiejunas	HOU	32	50	20.9%	0.78	39	13	45	28.9	41.1	4.0%	6.0%	4.0%	0.0%	28.0%	20.9
Alexis Ajinca	NOP	52	51	15.8%	0.76	39	19	49	38.8	38.8	2.0%	2.0%	0.0%	0.0%	39.2%	18.8
Jordan Hill	IND	71	51	7.4%	0.76	39	19	49	38.8	38.8	2.0%	2.0%	2.0%	0.0%	39.2%	18.8
Lavoy Allen	IND	72	56	12.9%	0.68	38	19	53	35.8	35.8	0.0%	5.4%	0.0%	0.0%	33.9%	11.8
Beno Udrih	MIA	36	35	17.3%	1.06	37	15	31	48.4	59.7	0.0%	11.4%	0.0%	0.0%	42.9%	75.5
PJ Hairston	MEM	14	44	33.3%	0.84	37	13	41	31.7	42.7	4.5%	4.5%	4.5%	2.3%	31.8%	29.3
Johnny OBryant	MIL	55	63	28.0%	0.59	37	17	56	30.4	31.3	1.6%	9.5%	1.6%	0.0%	28.6%	4.3
Cody Zeller	CHA	67	68	11.8%	0.54	37	13	59	22.0	22.9	10.3%	2.9%	8.8%	0.0%	29.4%	3.1
Dwight Powell	DAL	60	58	14.6%	0.62	36	17	52	32.7	34.6	0.0%	10.3%	0.0%	0.0%	29.3%	6.7
Justin Holiday	CHI	19	30	24.8%	1.20	36	12	25	48.0	68.0	3.3%	13.3%	3.3%	0.0%	43.3%	93.5
Tyler Ennis	MIL	40	35	18.1%	1.03	36	14	33	42.4	54.5	0.0%	5.7%	0.0%	0.0%	40.0%	69.2
Kendall Marshall	PHI	27	38	25.5%	0.92	35	13	36	36.1	48.6	0.0%	5.3%	0.0%	0.0%	34.2%	47.4
Mike Miller	DEN	29	35	50.0%	1.00	35	12	33	36.4	53.0	0.0%	5.7%	0.0%	0.0%	34.3%	63.5
Damjan Rudez	MIN	24	34	43.6%	1.03	35	11	29	37.9	56.9	2.9%	11.8%	0.0%	0.0%	35.3%	69.5
Solomon Hill	IND	43	56	29.9%	0.63	35	14	52	26.9	33.7	0.0%	7.1%	0.0%	0.0%	25.0%	7.2
Ryan Kelly	LAL	29	51	31.3%	0.69	35	14	45	31.1	34.4	5.9%	5.9%	5.9%	0.0%	33.3%	12.0
Ersan Ilyasova	ORL	18	30	19.7%	1.10	33	11	29	37.9	53.4	6.7%	0.0%	6.7%	3.3%	40.0%	82.7
DJ Augustin	DEN	23	37	13.2%	0.89	33	9	29	31.0	43.1	16.2%	5.4%	16.2%	0.0%	40.5%	40.0
Jared Cunningham	CLE	24	37	28.2%	0.89	33	12	33	36.4	50.0	0.0%	10.8%	0.0%	0.0%	32.4%	40.0
Amir Johnson	BOS	73	49	9.2%	0.65	32	10	41	24.4	31.7	8.2%	8.2%	6.1%	0.0%	28.6%	9.6
Marcus Thornton	WAS	9	25	33.8%	1.28	32	11	24	45.8	66.7	0.0%	4.0%	0.0%	0.0%	44.0%	96.9
Josh Smith	HOU	18	45	24.7%	0.71	32	11	43	25.6	34.9	2.2%	2.2%	2.2%	0.0%	26.7%	14.9
Ian Mahinmi	IND	66	50	8.4%	0.64	32	14	40	35.0	35.0	8.0%	12.0%	8.0%	0.0%	34.0%	8.4
Pablo Prigioni	LAC	51	29	19.1%	1.10	32	11	28	39.3	57.1	0.0%	3.4%	0.0%	0.0%	37.9%	84.1
JaKarr Sampson	DEN	20	39	33.3%	0.79	31	12	32	37.5	46.9	2.6%	15.4%	2.6%	0.0%	33.3%	22.4
Kirk Hinrich	CHI	33	38	25.2%	0.82	31	11	35	31.4	41.4	2.6%	5.3%	2.6%	0.0%	31.6%	26.4
Rondae Hollis-Jefferson	BKN	23	34	23.6%	0.88	30	13	29	44.8	46.6	5.9%	11.8%	5.9%	2.9%	41.2%	38.0
Kevin Garnett	MIN	38	36	25.7%	0.83	30	15	36	41.7	41.7	0.0%	0.0%	0.0%	0.0%	41.7%	27.8
Sonny Weems	PHX	35	33	25.0%	0.91	30	10	29	34.5	48.3	3.0%	9.1%	0.0%	0.0%	33.3%	44.3
Lamar Patterson	ATL	32	49	43.0%	0.59	29	9	38	23.7	32.9	6.1%	16.3%	4.1%	0.0%	24.5%	4.6
Marcelo Huertas	LAL	45	32	12.5%	0.91	29	12	29	41.4	50.0	0.0%	9.4%	0.0%	0.0%	37.5%	43.3
Axel Toupane	DEN	15	35	64.8%	0.80	28	10	35	28.6	40.0	0.0%	0.0%	0.0%	0.0%	28.6%	23.7
Caron Butler	SAC	13	29	53.7%	0.97	28	11	27	40.7	42.6	10.3%	0.0%	10.3%	3.4%	44.8%	56.3
Tyler Zeller	BOS	54	35	10.0%	0.77	27	11	28	39.3	39.3	8.6%	11.4%	8.6%	0.0%	40.0%	19.8
Alan Anderson	WAS	8	19	41.3%	1.42	27	8	17	47.1	64.7	21.1%	0.0%	21.1%	10.5%	52.6%	99.3
Kostas Papanikolaou	DEN	22	35	37.6%	0.77	27	8	27	29.6	42.6	5.7%	17.1%	2.9%	0.0%	28.6%	19.8
Timofey Mozgov	CLE	70	43	9.6%	0.63	27	13	39	33.3	34.6	0.0%	9.3%	0.0%	0.0%	30.2%	7.5
Glenn Robinson III	IND	38	40	24.1%	0.68	27	11	37	29.7	33.8	2.5%	5.0%	2.5%	0.0%	30.0%	11.1
Brandon Jennings	DET	23	25	13.8%	1.04	26	9	23	39.1	50.0	4.0%	4.0%	4.0%	0.0%	40.0%	72.1
Chris McCullough	BKN	19	28	35.0%	0.89	25	10	24	41.7	52.1	0.0%	14.3%	0.0%	0.0%	35.7%	40.4
Richaun Holmes	PHI	50	41	14.3%	0.61	25	8	37	21.6	29.7	4.9%	4.9%	4.9%	0.0%	24.4%	5.5
Justin Holiday	ATL	23	37	41.1%	0.68	25	9	35	25.7	35.7	0.0%	5.4%	0.0%	0.0%	24.3%	11.5
Sergey Karasev	BKN	35	28	29.2%	0.86	24	8	24	33.3	45.8	3.6%	10.7%	0.0%	0.0%	32.1%	33.9
Robin Lopez	NYK	77	32	4.0%	0.75	24	12	28	42.9	42.9	0.0%	12.5%	0.0%	0.0%	37.5%	17.2
Kenneth Faried	DEN	63	40	5.1%	0.60	24	11	34	32.4	32.4	7.5%	10.0%	5.0%	2.5%	32.5%	5.1
Tim Duncan	SAS	56	27	5.2%	0.89	24	12	25	48.0	48.0	0.0%	7.4%	0.0%	0.0%	44.4%	38.8
Kevin Martin	SAS	10	21	31.8%	1.10	23	6	17	35.3	50.0	14.3%	4.8%	14.3%	0.0%	42.9%	82.0
Mason Plumlee	POR	76	35	4.6%	0.63	22	8	22	36.4	36.4	20.0%	20.0%	17.1%	2.9%	37.1%	7.7
Al Jefferson	CHA	41	24	4.8%	0.92	22	11	24	45.8	45.8	0.0%	0.0%	0.0%	0.0%	45.8%	46.6
Tyus Jones	MIN	31	31	17.6%	0.65	20	6	29	20.7	31.0	3.2%	3.2%	3.2%	0.0%	22.6%	8.9
Kris Humphries	ATL	16	31	26.3%	0.65	20	9	28	32.1	35.7	0.0%	9.7%	0.0%	0.0%	29.0%	8.9
Brian Roberts	CHA	30	26	17.9%	0.77	20	6	20	30.0	35.0	11.5%	11.5%	11.5%	0.0%	34.6%	19.5
Drew Gooden	WAS	27	32	27.6%	0.59	19	6	29	20.7	27.6	6.3%	3.1%	6.3%	0.0%	25.0%	4.8
Jonas Valanciunas	TOR	54	21	3.3%	0.90	19	8	15	53.3	53.3	9.5%	19.0%	9.5%	0.0%	47.6%	43.0
Nene Hilario	WAS	52	29	6.0%	0.62	18	7	26	26.9	26.9	10.3%	0.0%	10.3%	0.0%	34.5%	6.7
Ray McCallum	SAS	24	17	20.5%	1.00	17	6	17	35.3	50.0	0.0%	0.0%	0.0%	0.0%	35.3%	63.5
John Jenkins	PHX	15	10	12.5%	1.70	17	5	8	62.5	87.5	20.0%	0.0%	20.0%	0.0%	70.0%	100.0
James Young	BOS	17	20	46.5%	0.80	16	6	19	31.6	42.1	0.0%	5.0%	0.0%	0.0%	30.0%	23.7
Beno Udrih	MEM	8	12	21.1%	1.33	16	6	11	54.5	72.7	0.0%	8.3%	0.0%	0.0%	50.0%	98.1
Anderson Varejao	CLE	31	22	21.6%	0.73	16	7	19	36.8	36.8	4.5%	9.1%	4.5%	0.0%	36.4%	16.1
Tristan Thompson	CLE	76	15	2.7%	1.07	16	7	11	63.6	63.6	6.7%	20.0%	0.0%	0.0%	53.3%	77.8
Hassan Whiteside	MIA	66	16	1.9%	0.94	15	7	15	46.7	46.7	6.3%	6.3%	6.3%	6.3%	43.8%	50.1
Marcin Gortat	WAS	70	16	1.7%	0.94	15	7	16	43.8	43.8	6.3%	0.0%	6.3%	6.3%	43.8%	50.1
Sean Kilpatrick	DEN	7	12	41.4%	1.25	15	5	10	50.0	70.0	8.3%	8.3%	8.3%	0.0%	50.0%	95.9
Ray McCallum	MEM	10	13	13.8%	1.08	14	5	13	38.5	53.8	0.0%	0.0%	0.0%	0.0%	38.5%	79.5
Andre Drummond	DET	76	22	1.6%	0.64	14	4	14	28.6	28.6	31.8%	9.1%	31.8%	4.5%	40.9%	8.2
Aron Baynes	DET	75	21	4.3%	0.62	13	6	19	31.6	31.6	4.8%	4.8%	4.8%	0.0%	33.3%	6.0
Brandon Bass	LAL	66	21	4.9%	0.62	13	6	19	31.6	31.6	4.8%	4.8%	4.8%	0.0%	33.3%	6.0
David Lee	BOS	30	18	7.1%	0.67	12	5	16	31.3	31.3	11.1%	5.6%	11.1%	5.6%	33.3%	10.1
Kevin Seraphin	NYK	45	17	7.0%	0.71	12	6	17	35.3	35.3	0.0%	0.0%	0.0%	0.0%	35.3%	14.0
Tony Wroten	PHI	8	18	16.1%	0.67	12	3	14	21.4	28.6	16.7%	11.1%	11.1%	5.6%	27.8%	10.1
Jeff Withey	UTA	43	17	8.3%	0.71	12	6	15	40.0	40.0	5.9%	5.9%	5.9%	0.0%	35.3%	14.0
Bryce Dejean-Jones	NOP	13	23	25.8%	0.52	12	4	20	20.0	27.5	8.7%	4.3%	8.7%	0.0%	21.7%	2.4
Chase Budinger	PHX	12	13	29.5%	0.92	12	4	12	33.3	50.0	0.0%	7.7%	0.0%	0.0%	30.8%	48.2
Michael Kidd-Gilchrist	CHA	7	17	21.3%	0.71	12	4	13	30.8	42.3	5.9%	17.6%	5.9%	0.0%	29.4%	14.0
Phil Pressey	PHI	14	13	16.3%	0.85	11	3	10	30.0	35.0	23.1%	7.7%	23.1%	7.7%	38.5%	31.4
Jeremy Evans	DAL	23	13	20.6%	0.85	11	3	11	27.3	36.4	15.4%	0.0%	7.7%	0.0%	38.5%	31.4
Jarell Martin	MEM	19	20	16.1%	0.55	11	5	20	25.0	25.0	5.0%	0.0%	5.0%	5.0%	25.0%	3.4
Jordan Farmar	MEM	6	13	20.3%	0.85	11	4	13	30.8	42.3	0.0%	0.0%	0.0%	0.0%	30.8%	31.4
Joakim Noah	CHI	29	16	7.9%	0.69	11	4	13	30.8	30.8	12.5%	6.3%	12.5%	0.0%	37.5%	12.3
Devyn Marble	ORL	17	23	39.0%	0.43	10	4	20	20.0	25.0	8.7%	8.7%	8.7%	4.3%	17.4%	1.2
Elton Brand	PHI	14	12	15.8%	0.83	10	5	11	45.5	45.5	0.0%	8.3%	0.0%	0.0%	41.7%	27.8
Jason Thompson	TOR	11	11	22.4%	0.91	10	4	10	40.0	45.0	9.1%	9.1%	9.1%	9.1%	36.4%	44.3
Rudy Gobert	UTA	56	13	2.3%	0.69	9	2	10	20.0	20.0	30.8%	0.0%	30.8%	7.7%	38.5%	13.0
Elijah Millsap	UTA	17	20	33.9%	0.45	9	3	15	20.0	23.3	10.0%	15.0%	10.0%	0.0%	25.0%	1.4
Tim Frazier	NOP	9	15	12.6%	0.60	9	3	10	30.0	35.0	13.3%	20.0%	0.0%	0.0%	26.7%	5.1
John Henson	MIL	49	10	2.8%	0.90	9	3	7	42.9	42.9	20.0%	10.0%	20.0%	0.0%	50.0%	41.9
Amare Stoudemire	MIA	47	10	3.7%	0.80	8	4	10	40.0	40.0	0.0%	0.0%	0.0%	0.0%	40.0%	23.7
Thomas Robinson	BKN	62	21	6.1%	0.38	8	4	18	22.2	22.2	9.5%	4.8%	9.5%	0.0%	19.0%	0.2
Tyson Chandler	PHX	61	19	4.4%	0.42	8	4	17	23.5	23.5	5.3%	5.3%	5.3%	0.0%	21.1%	1.0
Willie Cauley-Stein	SAC	59	12	3.1%	0.67	8	4	11	36.4	36.4	8.3%	0.0%	8.3%	0.0%	33.3%	10.1
Jordan Hamilton	NOP	4	18	36.7%	0.39	7	3	16	18.8	18.8	5.6%	5.6%	5.6%	0.0%	22.2%	0.7
Kris Humphries	PHX	4	12	27.3%	0.58	7	3	11	27.3	31.8	8.3%	0.0%	8.3%	0.0%	25.0%	4.1
JJ Hickson	DEN	18	13	8.6%	0.46	6	3	11	27.3	27.3	0.0%	15.4%	0.0%	0.0%	23.1%	1.7
